RelativeTime_s,Player_Anim,Player_Anim_Hex,Target_Anim,Target_Anim_Hex
21.166,18002,0x4652,2002000,0x1E8C50
21.330,18002,0x4652,2002000,0x1E8C50
21.358,18002,0x4652,2002000,0x1E8C50
21.385,18002,0x4652,2002000,0x1E8C50
21.417,18002,0x4652,2002000,0x1E8C50
21.446,18002,0x4652,2002000,0x1E8C50
21.479,18002,0x4652,2002000,0x1E8C50
21.509,18002,0x4652,2002000,0x1E8C50
21.549,18002,0x4652,2002000,0x1E8C50
21.573,18002,0x4652,2002000,0x1E8C50
21.604,18002,0x4652,2002000,0x1E8C50
21.634,18002,0x4652,2002000,0x1E8C50
21.666,18002,0x4652,2002000,0x1E8C50
21.793,18002,0x4652,2002000,0x1E8C50
21.842,18002,0x4652,2002000,0x1E8C50
21.857,18002,0x4652,2002000,0x1E8C50
21.887,18002,0x4652,2002000,0x1E8C50
21.920,18002,0x4652,2002000,0x1E8C50
21.949,18002,0x4652,2002000,0x1E8C50
21.984,18002,0x4652,2002000,0x1E8C50
22.010,18002,0x4652,2002000,0x1E8C50
22.040,18002,0x4652,2002000,0x1E8C50
22.074,18002,0x4652,2002000,0x1E8C50
22.106,18002,0x4652,2002000,0x1E8C50
22.134,18002,0x4652,2002000,0x1E8C50
22.168,18002,0x4652,2002000,0x1E8C50
22.200,18002,0x4652,2002000,0x1E8C50
22.313,18002,0x4652,2002000,0x1E8C50
22.496,18002,0x4652,2002000,0x1E8C50
22.514,18002,0x4652,2002000,0x1E8C50
22.545,18002,0x4652,2002000,0x1E8C50
22.573,18002,0x4652,2002000,0x1E8C50
22.606,18002,0x4652,2002000,0x1E8C50
22.637,18002,0x4652,2002000,0x1E8C50
22.668,18002,0x4652,2002000,0x1E8C50
22.699,18002,0x4652,2002000,0x1E8C50
22.814,18002,0x4652,2002000,0x1E8C50
22.839,18002,0x4652,2002000,0x1E8C50
22.856,18002,0x4652,2002000,0x1E8C50
22.884,18002,0x4652,2002000,0x1E8C50
22.916,18002,0x4652,2002000,0x1E8C50
22.947,18002,0x4652,2002000,0x1E8C50
22.979,18002,0x4652,2002000,0x1E8C50
