RelativeTime_s,Player_Anim,Player_Anim_Hex,Target_Anim,Target_Anim_Hex
19.839,18002,0x4652,2003021,0x1E904D
19.853,18002,0x4652,2003021,0x1E904D
19.885,18002,0x4652,2003021,0x1E904D
19.915,18002,0x4652,2003021,0x1E904D
19.950,18002,0x4652,2003021,0x1E904D
19.979,18002,0x4652,2003021,0x1E904D
20.012,18002,0x4652,2003021,0x1E904D
20.040,18002,0x4652,2003021,0x1E904D
20.075,18002,0x4652,2003021,0x1E904D
20.108,18002,0x4652,2003021,0x1E904D
20.136,18002,0x4652,2003021,0x1E904D
20.269,18002,0x4652,2003021,0x1E904D
20.292,18002,0x4652,2003021,0x1E904D
20.341,18002,0x4652,2003021,0x1E904D
20.354,18002,0x4652,2003021,0x1E904D
20.389,18002,0x4652,2003021,0x1E904D
20.418,18002,0x4652,2003021,0x1E904D
20.452,18002,0x4652,2003021,0x1E904D
20.479,18002,0x4652,2003021,0x1E904D
20.514,18002,0x4652,2003021,0x1E904D
20.541,18002,0x4652,2003021,0x1E904D
20.575,18002,0x4652,2003021,0x1E904D
20.606,18002,0x4652,2003021,0x1E904D
20.636,18002,0x4652,2003021,0x1E904D
20.885,18002,0x4652,2003021,0x1E904D
20.917,18002,0x4652,2003021,0x1E904D
20.949,18002,0x4652,2003021,0x1E904D
20.978,18002,0x4652,2003021,0x1E904D
21.011,18002,0x4652,2003021,0x1E904D
21.043,18002,0x4652,2003021,0x1E904D
21.076,18002,0x4652,2003021,0x1E904D
21.110,18002,0x4652,2003021,0x1E904D
21.137,18002,0x4652,2003021,0x1E904D
